,Date,YHOO-Open,YHOO-High,YHOO-Low,YHOO-Close,YHOO-Adj_Close,YHOO-Volume,Nasdaq-Open,Nasdaq-High,Nasdaq-Low,Nasdaq-Close,Nasdaq-Volume,sp500-Open,sp500-High,sp500-Low,sp500-Close,sp500-Volume,DJ30-Open,DJ30-High,DJ30-Low,DJ30-Close,DJ30-Volume
68,9/23/16,43.5,43.759998,42.540001,42.799999,42.799999,31888500,5327.430176,5329.709961,5301.629883,5305.75,1761330000,2173.290039,2173.75,2163.969971,2164.689941,3317190000,18377.35938,18383.75977,18254.83984,18261.44922,87170000
69,9/22/16,43.939999,44.869999,43.740002,44.150002,44.150002,33355600,5323.259766,5342.879883,5320.930176,5339.52002,1852100000,2170.939941,2179.98999,2170.939941,2177.179932,3552830000,18343.75977,18449.88086,18343.75977,18392.46094,73030000
70,9/21/16,42.889999,44.220001,42.889999,44.139999,44.139999,12313700,5263.649902,5299.399902,5233.939941,5295.180176,1999690000,2144.580078,2165.110107,2139.570068,2163.120117,3712090000,18164.96094,18307.42969,18121.57031,18293.69922,94090000
71,9/20/16,43.240002,43.389999,42.66,42.790001,42.790001,9788900,5256.189941,5265.180176,5235.419922,5241.350098,1695190000,2145.939941,2150.800049,2139.169922,2139.76001,3140730000,18175.35938,18227.21094,18128.80078,18129.96094,72450000
72,9/19/16,43.919998,43.950001,43,43.189999,43.189999,7887400,5263.549805,5281.069824,5222.910156,5235.029785,1791120000,2143.98999,2153.610107,2135.909912,2139.120117,3163000000,18154.82031,18254.88086,18093.05078,18120.16992,78090000
73,9/16/16,43.939999,44.02,43.470001,43.669998,43.669998,19093900,5238.709961,5248.600098,5218.970215,5244.569824,3013860000,2146.47998,2146.47998,2131.199951,2139.159912,5014360000,18217.21094,18217.21094,18070.21094,18123.80078,278510000
74,9/15/16,43.41,44.049999,43.220001,43.990002,43.990002,12533900,5178.100098,5254.779785,5176.25,5249.689941,1950940000,2125.360107,2151.310059,2122.360107,2147.26001,3373720000,18024.91016,18250.10938,18015.49023,18212.48047,99550000
75,9/14/16,42.91,43.619999,42.860001,43.459999,43.459999,11617300,5160.209961,5201.339844,5159.549805,5173.77002,1902680000,2127.860107,2141.330078,2119.899902,2125.77002,3664100000,18073.39063,18163.48047,17992.21094,18034.76953,103360000
76,9/13/16,43.189999,43.52,42.689999,43.040001,43.040001,10132000,5181.140137,5195.029785,5131.27002,5155.25,2071460000,2150.469971,2150.469971,2120.27002,2127.02002,4141670000,18262.99023,18262.99023,18028.06055,18066.75,102830000
77,9/12/16,42.279999,43.650002,42.18,43.459999,43.459999,10808800,5098.029785,5217.879883,5097.799805,5211.890137,2007610000,2120.860107,2163.300049,2119.120117,2159.040039,4010480000,18028.94922,18358.68945,17994.83984,18325.07031,103260000
78,9/9/16,43.919998,44.150002,42.82,42.919998,42.919998,12060700,5217.950195,5225.930176,5125.910156,5125.910156,2208690000,2169.080078,2169.080078,2127.810059,2127.810059,4233960000,18404.16992,18404.16992,18085.44922,18085.44922,120670000
79,9/8/16,44.07,44.720001,44.029999,44.360001,44.360001,7882600,5269.959961,5271.009766,5248.410156,5259.47998,1839790000,2182.76001,2184.939941,2177.48999,2181.300049,3727840000,18486.68945,18506.24023,18446.68945,18479.91016,79060000
80,9/7/16,44.549999,44.919998,44.189999,44.349998,44.349998,9109400,5274.22998,5287.609863,5261.919922,5283.930176,1878460000,2185.169922,2187.870117,2179.070068,2186.159912,3319420000,18527.71094,18536.89063,18474.76953,18526.14063,67570000
81,9/6/16,43.5,44.849998,43.5,44.709999,44.709999,18125800,5260,5275.910156,5244,5275.910156,1777940000,2181.610107,2186.570068,2175.100098,2186.47998,3447650000,18493.40039,18551.53906,18450.32031,18538.11914,83710000
82,9/2/16,43.27,43.599998,43.080002,43.279999,43.279999,7339000,5249.660156,5263.390137,5231.02002,5249.899902,1474200000,2177.48999,2184.870117,2173.590088,2179.97998,3091120000,18466.00977,18544.75977,18439.09961,18491.96094,74350000
83,9/1/16,42.779999,43.099998,42.720001,42.93,42.93,5575300,5218.279785,5229.939941,5189.359863,5227.209961,1592520000,2171.330078,2173.560059,2157.090088,2170.860107,3392120000,18396.57031,18430.05078,18295.48047,18419.30078,74780000
84,8/31/16,42.459999,42.799999,42.459999,42.75,42.75,7715900,5216.419922,5219.890137,5191.180176,5213.220215,1761770000,2173.560059,2173.790039,2161.350098,2170.949951,3766390000,18436.69922,18439.67969,18333.56055,18400.88086,98250000
85,8/30/16,42.279999,42.740002,42.279999,42.580002,42.580002,5804100,5229.879883,5241.620117,5205.609863,5222.990234,1561020000,2179.449951,2182.27002,2170.409912,2176.120117,3006800000,18491.2793,18514.28906,18408.51953,18454.30078,68920000
86,8/29/16,42.200001,42.459999,42.080002,42.259998,42.259998,4555600,5223.799805,5245.120117,5222.339844,5232.330078,1416640000,2170.189941,2183.47998,2170.189941,2180.379883,2654780000,18421.28906,18523.08984,18419.91992,18502.99023,64480000
87,8/26/16,42.150002,42.610001,41.939999,42.27,42.27,6328000,5219.049805,5253.390137,5191.859863,5218.919922,1591060000,2175.100098,2187.939941,2160.389893,2169.040039,3342340000,18467.91992,18572.08984,18335.33984,18395.40039,78730000
88,8/25/16,41.830002,42.240002,41.73,42.029999,42.029999,5360900,5207.609863,5230.589844,5201.640137,5212.200195,1511890000,2173.290039,2179,2169.73999,2172.469971,2969310000,18471.21094,18497.67969,18431.46094,18448.41016,64480000
89,8/24/16,42.5,42.77,41.790001,41.91,41.91,6930300,5254.419922,5262.990234,5205.640137,5217.689941,1714780000,2185.090088,2186.659912,2171.25,2175.439941,3148280000,18537.5,18539.15039,18448.26953,18481.48047,72270000
90,8/23/16,42.610001,42.91,42.450001,42.599998,42.599998,8963800,5265.779785,5275.740234,5257.899902,5260.080078,1547050000,2187.810059,2193.419922,2186.800049,2186.899902,3041490000,18568.93945,18631.59961,18545.51953,18547.30078,73990000
91,8/22/16,42.84,42.869999,42.330002,42.52,42.52,6229400,5231.459961,5252.129883,5224.629883,5244.600098,1560210000,2181.580078,2185.149902,2175.959961,2182.639893,2777550000,18535.85938,18570.91992,18466.85938,18529.41992,73450000
92,8/19/16,42.799999,43.119999,42.650002,43.02,43.02,9460800,5229.870117,5245.810059,5217.649902,5238.379883,1632740000,2184.23999,2185,2175.129883,2183.870117,3084800000,18585.16992,18585.16992,18491.24023,18552.57031,93170000
93,8/18/16,42.689999,42.970001,42.59,42.900002,42.900002,11293900,5226.450195,5243.169922,5221.839844,5240.149902,1659080000,2181.899902,2187.030029,2180.459961,2187.02002,3300570000,18566.53906,18600.82031,18533.28906,18597.69922,70740000
94,8/17/16,42.389999,42.75,42.389999,42.700001,42.700001,8571900,5228.439941,5230.089844,5197.22998,5228.660156,1747890000,2177.840088,2183.080078,2168.5,2182.219971,3388910000,18537.08984,18582.34961,18468.67969,18573.93945,71000000
95,8/16/16,42.299999,42.790001,41.950001,42.490002,42.490002,13793800,5247.959961,5248.259766,5226.779785,5227.109863,1698390000,2186.23999,2186.23999,2178.139893,2178.149902,3196400000,18614.48047,18614.85938,18550.65039,18552.01953,67570000
96,8/15/16,43.18,43.290001,42.43,42.669998,42.669998,14441800,5242.180176,5271.359863,5241.140137,5262.02002,1533170000,2186.080078,2193.810059,2186.080078,2190.149902,3078530000,18588.58984,18722.60938,18559.92969,18636.05078,62350000
97,8/12/16,41.279999,42.98,41.279999,42.939999,42.939999,25182900,5219.660156,5233.339844,5215.549805,5232.890137,1501620000,2183.73999,2186.280029,2179.419922,2184.050049,3000660000,18595.65039,18606.06055,18535.85938,18576.4707,61580000
